cuenta,shortCode,fecha,url,views,likes,comentarios,duracion_seg,caption,compartidas,transcript
jaimehigueraes,DWO53m1MzFq,2026-03-23,https://www.instagram.com/p/DWO53m1MzFq/,180275,20844,0,0,"La vida no elimina lo que no es para ti, deja que te agote… hasta que decides diferente  Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
jaimehigueraes,DWJwVORDByA,2026-03-21,https://www.instagram.com/p/DWJwVORDByA/,151658,25167,0,0,"Confía en tus alas   Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
jaimehigueraes,DW1c2VejPaU,2026-04-07,https://www.instagram.com/p/DW1c2VejPaU/,126580,21667,0,0,"La lealtad es más potente que el amor   Si todavía no me conoces, hola. Mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Además de haber ayudado a las empresas con las que trabajo a generar más de 100 millones de euros en los últimos 7 años, enseño a gente (común y corriendo, con cero experiencia previa) a generar sus primeros ingresos online a través de mi academia #1 de marketing digital en el mercado hispano.  He formado a más de 130.000+ personales a través de mis clases y mentorias virtuales & construido un negocio de más de 20M€ desde 0. Si algo de mi contenido te resuena, te invito a seguir la cuenta 🚀  Esta semana, voy a dar una clase gratuita en directo a la que puedes acudir. Esto es lo vas a aprender: 👉 la habilidad digital en más alta demanda 👉 cómo usarla para generar tus primeros ingresos digitalmente (empezando de 0) 👉 plan de acción de 3 pasos para empezar a facturar en los próximos 30 días   Comenta ‘CLASE’ y reserva tu plaza para esta clase en directo conmigo (& empieza a generar tus primeros ingresos en el mundo digital)",0,
jaimehigueraes,DWHmV9HjGsX,2026-03-20,https://www.instagram.com/p/DWHmV9HjGsX/,91371,17736,0,0,"Todo lo que tenga que pasar, pasará   Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
jaimehigueraes,DWb9-TGDBej,2026-03-28,https://www.instagram.com/p/DWb9-TGDBej/,90246,12481,0,0,"Mantenlo en privado hasta que sea definitivo   Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
jaimehigueraes,DWwqF2KjJkA,2026-04-05,https://www.instagram.com/p/DWwqF2KjJkA/,83955,11439,0,0,"Los lujos realmente son otros.  Si todavía no me conoces, hola. Mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Además de haber ayudado a las empresas con las que trabajo a generar más de 100 millones de euros en los últimos 7 años, enseño a gente (común y corriendo, con cero experiencia previa) a generar sus primeros ingresos online a través de mi academia #1 de marketing digital en el mercado hispano.  He formado a más de 130.000+ personales a través de mis clases y mentorias virtuales & construido un negocio de más de 20M€ desde 0. Si algo de mi contenido te resuena, te invito a seguir la cuenta 🚀  Esta semana, voy a dar una clase gratuita en directo a la que puedes acudir. Esto es lo vas a aprender: 👉 la habilidad digital en más alta demanda 👉 cómo usarla para generar tus primeros ingresos digitalmente (empezando de 0) 👉 plan de acción de 3 pasos para empezar a facturar en los próximos 30 días   Comenta ‘CLASE’ y reserva tu plaza para esta clase en directo conmigo (& empieza a generar tus primeros ingresos en el mundo digital)",0,
jaimehigueraes,DWFBfvzDOZA,2026-03-19,https://www.instagram.com/p/DWFBfvzDOZA/,77248,6967,0,0,"Después de hacerme millonario descubrí que es todo una mentira…  Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
jaimehigueraes,DWKN_JRjIrq,2026-03-21,https://www.instagram.com/p/DWKN_JRjIrq/,63823,9617,0,0,"Por esto el amor real es raro   Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
jaimehigueraes,DWeo2ynDM5U,2026-03-29,https://www.instagram.com/p/DWeo2ynDM5U/,63026,7580,0,0,"La mayoría de tus amigos no son tus amigos.  Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
jaimehigueraes,DWwVdraDNtb,2026-04-05,https://www.instagram.com/p/DWwVdraDNtb/,57110,7455,0,0,"El hábito más poderoso (e infravalorado)  Si todavía no me conoces, hola. Mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Además de haber ayudado a las empresas con las que trabajo a generar más de 100 millones de euros en los últimos 7 años, enseño a gente (común y corriendo, con cero experiencia previa) a generar sus primeros ingresos online a través de mi academia #1 de marketing digital en el mercado hispano.  He formado a más de 130.000+ personales a través de mis clases y mentorias virtuales & construido un negocio de más de 20M€ desde 0. Si algo de mi contenido te resuena, te invito a seguir la cuenta 🚀  Esta semana, voy a dar una clase gratuita en directo a la que puedes acudir. Esto es lo vas a aprender: 👉 la habilidad digital en más alta demanda 👉 cómo usarla para generar tus primeros ingresos digitalmente (empezando de 0) 👉 plan de acción de 3 pasos para empezar a facturar en los próximos 30 días   Comenta ‘CLASE’ y reserva tu plaza para esta clase en directo conmigo (& empieza a generar tus primeros ingresos en el mundo digital 💸)",0,
jaimehigueraes,DWrhau4DNJQ,2026-04-03,https://www.instagram.com/p/DWrhau4DNJQ/,54546,3653,0,0,"A veces me tengo que pellizcar para creer hasta donde he llegado a día de hoy.  1. Fiche mis primeros dos clientes mientras compaginaba mi negocio con la universidad y trabajos a media jornada 2. Dejé la uni para perseguir mis sueños a tiempo completo 3. Perdí mi primer cliente y pensaba que todo se venía abajo 4. 7 meses de paciencia y enfoque, llegué a mis primeros 10.000 euros al mes. 5. Alcancé 30k/mes y me mudé a la casa de mis sueños 6. Años de trabajo y llevé mis empresas a más de 1M€/mes 7. Equipo de más de 70 personas. Abrí una oficina increíble en Madrid   Todavía queda mucho por recorrer pero sí que recuerdo como si fuese ayer mi camino a esos primeros 10k/mes.  Eso fue lo que desbloqueo todo. Y sabiendo lo que se hoy, lo haría en menos de la mitad del tiempo.  Por eso he creado un documento detallado para vosotros donde desgloso ‘Por qué llegar a 10.000€ al mes es más simple de lo que crees…’.  Y he querido hacer ese documento público, solo para mi comunidad.  Si quieres acceso, y un vídeo explicativo donde entro en detalle, de forma GRATUITA…  Comenta ‘10K’ y te lo envío 👇",0,
robthebank,DYiGr4ISC4L,2026-05-19,https://www.instagram.com/p/DYiGr4ISC4L/,44211,2206,0,0,Rich chick,0,
robthebank,DYfGZsuhEYA,2026-05-18,https://www.instagram.com/p/DYfGZsuhEYA/,39009,1449,0,0,It’s the first song in my playlist now. Go check it out.,0,
robthebank,DYfh2wnvePO,2026-05-18,https://www.instagram.com/p/DYfh2wnvePO/,30061,1472,0,0,"Miami girls do not say the same word twice.  There are four versions of a single word, each one carrying a completely different meaning. Miss the tone, miss the moment.  Most men hear what they want to hear. The guy who learns to read the difference stops guessing and starts knowing where he actually stands.  Learn the language beneath the language.",0,
robthebank,DYhrOH0BLOg,2026-05-19,https://www.instagram.com/p/DYhrOH0BLOg/,25206,3463,0,0,The right person skips the audition entirely.  Most connections come with rules. Pace yourself. Do not say too much. Wait the right amount of time. None of that applies when it actually fits.  The walls that exist with everyone else just do not show up. You joke about the future on day one and neither of you blinks.  Compatibility does not negotiate. It just lands.,0,
robthebank,DYkP7v7hwYm,2026-05-20,https://www.instagram.com/p/DYkP7v7hwYm/,11801,1177,0,0,"Most people are fluent in excuses and illiterate in patterns.  Flags do not hide. People choose not to look. The difference between a red flag and a green one is not the situation, it is what the situation reveals about someone’s character.  A woman earning more is not the threat. A man who cannot handle it is. Staying close to an ex is not loyalty. It is unfinished business dressed up as maturity.  Stop reading the story. Read the author.",0,
robthebank,DYiht4PstQX,2026-05-19,https://www.instagram.com/p/DYiht4PstQX/,5159,390,0,0,"A father’s presence shapes a child far deeper than most people realize.  Providing financially matters, but children also need guidance, affection, reassurance, and someone they feel emotionally safe learning from.  A lot of wounds people carry into adulthood come from never feeling seen, valued, or affirmed by the people they looked up to most.  Sometimes the most important thing a parent can give a child is not money or advice, it’s consistent love and presence.",0,
robthebank,DYfVbJ8uosk,2026-05-18,https://www.instagram.com/p/DYfVbJ8uosk/,4297,446,0,0,"A lot of modern relationship advice confuses comfort with love.  Real relationships usually involve communication, growth and accountability.  The right person will not remove every difficulty from your life, but they can make the hard parts feel meaningful instead of pointless.  Love is not something you accidentally stumble into perfectly. It’s something two people actively build.",0,
robthebank,DYj8lHAsxhA,2026-05-20,https://www.instagram.com/p/DYj8lHAsxhA/,3760,405,0,0,"A lot of relationship advice today is built for quotes, not real relationships.  Real love usually involves difficult conversations, compromise, accountability, and two people choosing each other consistently.  The right person will not magically remove every hardship from your life, but they will make the struggle feel meaningful instead of lonely.  Strong relationships are not maintained by fate alone. They’re built through effort, clarity, and mutual growth.",0,
robthebank,DYe0VYIsn2m,2026-05-18,https://www.instagram.com/p/DYe0VYIsn2m/,2101,72,0,0,"She asked your sign and you thought it was flirting.  It was not. That question is a background check dressed up as small talk. She already has a verdict ready before you finish answering.  The astrology part does not matter. What matters is she has five years of data, patterns, and receipts.  Know what you are walking into.",0,
robthebank,DYftMpduT0h,2026-05-18,https://www.instagram.com/p/DYftMpduT0h/,1393,71,0,0,"Men and women often experience betrayal completely different.  For many men, the pain is tied to physical betrayal and the feeling of being replaced.  For many women, the deeper wound is emotional distance, attention, and intimacy being given elsewhere.  That’s why two people can go through the same situation but feel hurt by entirely different parts of it.",0,
robthebank,DYhoFasss8n,2026-05-19,https://www.instagram.com/p/DYhoFasss8n/,1321,67,0,0,"Most men are trying to impress the wrong person.  In a Miami Latina household, the grandmother runs the court. She has since before your parents were born.  Abuela will not speak English even if she can. She is watching your shoes, your posture, your manners, and who you greeted first.  Pass the real test or lose the relationship.",0,
robthebank,DYf1CCOMcC8,2026-05-18,https://www.instagram.com/p/DYf1CCOMcC8/,932,59,0,0,"Being underestimated is a strategy, not a setback.  Every court had someone who moved freely while the powerful stayed frozen in their roles. That person was never the king.  The one everyone dismissed collected every secret, read every room, and answered to no one. Invisibility is its own kind of leverage.  Let them overlook you. You are gathering.",0,
robthebank,DYiP4ePu-Uk,2026-05-19,https://www.instagram.com/p/DYiP4ePu-Uk/,600,30,0,0,"A lot of men mistake silence for peace in a relationship.  But sometimes silence means someone has stopped trying, stopped arguing, and started emotionally detaching.  The loud conversations were often signs that she still cared enough to fight for change.  Indifference is usually the colder stage, because people often leave emotionally long before they leave physically.",0,
robthebank,DYhfR8qsXq3,2026-05-19,https://www.instagram.com/p/DYhfR8qsXq3/,524,31,0,0,"Mastery will take you further than trying to be impressive at everything.  Most people stay average because they split their focus instead of becoming undeniable at one skill.  Build your mind, your body, and your awareness so you become harder to manipulate and easier to trust yourself.  A strong man is not the loudest person in the room. He’s the most grounded one.",0,
hormozi,DXJzj70hTEm,2026-04-15,https://www.instagram.com/p/DXJzj70hTEm/,3187607,92311,0,0,Hiring talented people is one of the easiest 10x-100x ROI opportunities.  And there’s always underpriced talent.,0,
hormozi,DX98la2PQke,2026-05-05,https://www.instagram.com/p/DX98la2PQke/,1686006,79168,0,0,Hard Decision Hack:  Imagine the much wiser 85 year old version of yourself…  Then ask them what you should do.  It’s amazing how different the advice I give myself from that perspective is vs what u want to do in the moment.,0,
hormozi,DXJzl3jySxZ,2026-04-15,https://www.instagram.com/p/DXJzl3jySxZ/,1496004,49107,0,0,"By the time you have all the information, the opportunity is gone. Sometimes you just gotta make your bet.",0,
hormozi,DXLF970Sfdb,2026-04-16,https://www.instagram.com/p/DXLF970Sfdb/,1417967,46290,0,0,If you’re a business owner And you do something that works  Do more of it until it stops working.  Then do it a little more just in case.,0,
hormozi,DXAYx7Kkse_,2026-04-11,https://www.instagram.com/p/DXAYx7Kkse_/,1385501,21232,0,0,"My friend @ozthementalist is playing in Vegas May 2nd at the Wynn. I have 0 affiliation. But he’s a good time. And if you’re here, you should go.",0,
hormozi,DV4NvAlEkMa,2026-03-14,https://www.instagram.com/p/DV4NvAlEkMa/,1367015,40419,0,0,Customers become friends faster than friends become customers.,0,
hormozi,DWgyc53DkJJ,2026-03-30,https://www.instagram.com/p/DWgyc53DkJJ/,1243007,35084,0,0,Imagine a marketer saying: “There are no good customers out there.”  It’s kinda like an entrepreneur saying: “There are no good employees out there.”  Getting talent takes 3 things:  1) Write a good ad (most suck) 2) Qualify the applicants (most don’t) 3) Pay well (most can’t),0,
hormozi,DXzARsLS8G8,2026-05-01,https://www.instagram.com/p/DXzARsLS8G8/,1211529,27189,0,0,The one that took off is the one I went all in on.   That was the one.   Meaning - whatever you go all in on - the focus will define the success more than the choice.   But if you’re not sure - the one that makes u the most money the easiest.,0,
hormozi,DW5EYRahfDh,2026-04-09,https://www.instagram.com/p/DW5EYRahfDh/,985893,29535,0,0,"It takes everyone a different amount of time to realize everyone is just thinking about themselves, no one was watching, and you should’ve just done whatever the fuck you wanted to all along.",0,
hormozi,DWrpzgbkgE3,2026-04-03,https://www.instagram.com/p/DWrpzgbkgE3/,926094,17869,0,0,I’d rather have someone with bad intentions help me unintentionally than someone with good intentions hurt me unintentionally.,0,
hormozi,DXdwuHbCqc9,2026-04-23,https://www.instagram.com/p/DXdwuHbCqc9/,901467,19466,0,0,Agree?,0,
hormozi,DWRjKTlDqVD,2026-03-24,https://www.instagram.com/p/DWRjKTlDqVD/,889508,21769,0,0,If you surround yourself with only people who make you better…you’ll probably get better than you are.   And if you’re that rare combination of ambitious yet humble - you may even get better than they are.,0,
hormozi,DWjLE2SjkG0,2026-03-31,https://www.instagram.com/p/DWjLE2SjkG0/,870211,12214,0,0,Is it easier to sell cheap or expensive items?,0,
hormozi,DWWnR-BjirF,2026-03-26,https://www.instagram.com/p/DWWnR-BjirF/,859722,24790,0,0,"3 types of business problems: 1) You don’t have enough customers 2) You don’t keep the customers you have 3) You don’t make enough per customer  Figure out which one you’re dealing with, put all your resources towards that, and ignore everything/everyone else.",0,
hormozi,DX_4R-BhtoO,2026-05-04,https://www.instagram.com/p/DX_4R-BhtoO/,842073,19973,0,0,Agree?,0,
hormozi,DXMYVniS9y5,2026-04-16,https://www.instagram.com/p/DXMYVniS9y5/,836003,38590,0,0,"You should work hard in your 20s beyond the obvious reasons of having the time, the energy, and few responsibilities.   You should work hard because it’s easier to get ahead than it is to catch up.   And it compounds like money. A little more now gives way more later.",0,
hormozi,DXLF-Xhh-hU,2026-04-16,https://www.instagram.com/p/DXLF-Xhh-hU/,814009,33883,0,0,What it takes to lose feels easy.  What it takes to win feels hard.  That’s why there are so many seats in the stands and so few on the podium.,0,
hormozi,DX8BGoVBBpN,2026-05-05,https://www.instagram.com/p/DX8BGoVBBpN/,812630,16484,0,0,"If you have a clear goal, fast feedback loops, and a long time horizon - winning is a ‘when’ question, not an ‘if’ question.",0,
hormozi,DWfbSEZyT2p,2026-03-30,https://www.instagram.com/p/DWfbSEZyT2p/,790211,13067,0,0,"The reason people don’t start businesses isn’t because they don’t know what to do, it’s because they don’t know what’ll happen.  Operating in uncertainty is the job.   By the time you have perfect information, it’s too late.",0,
hormozi,DXDXoBZhCbl,2026-04-13,https://www.instagram.com/p/DXDXoBZhCbl/,757115,20235,0,0,"How brand translates to profits:  Having a strong brand allows you to convert a higher percentage of customers at higher prices and pay better people less money to deliver.  This means higher ROAS, higher LTV, higher gross margins, and higher net profit.",0,
hormozi,DWE5ptLj9Wm,2026-03-19,https://www.instagram.com/p/DWE5ptLj9Wm/,749428,10163,0,0,Don’t sacrifice the main thing for the new thing.  We all want stuff to happen faster.  But it happens slower when you have to go back and fix all the stuff you broke to make it happen.  Scale right or scale twice.,0,
hormozi,DWegPWwjkXE,2026-03-29,https://www.instagram.com/p/DWegPWwjkXE/,744377,13025,0,0,POV: A Prospect Ghosted You   Follow for more business education,0,
hormozi,DWAN1Lggb0c,2026-03-17,https://www.instagram.com/p/DWAN1Lggb0c/,735064,16610,0,0,"How to know someone uses AI to write:  It’s not X, it’s Y.  Not A. Not B. Not C. But D.  If you choose to use AI to write (all good). Just cut out the forced negatives before the point. Just make the point and move on.",0,
hormozi,DWiC3xYDi1M,2026-03-31,https://www.instagram.com/p/DWiC3xYDi1M/,732930,48673,0,0,"The reason people don’t start businesses isn’t because they don’t know what to do, it’s because they don’t know what’ll happen.  Operating in uncertainty is the job.   By the time you have perfect information, it’s too late.",0,
hormozi,DWtlQGADv5B,2026-04-04,https://www.instagram.com/p/DWtlQGADv5B/,727389,18150,0,0,Why do you always wear your logo?,0,
hormozi,DXotHC4h-Pl,2026-04-27,https://www.instagram.com/p/DXotHC4h-Pl/,703040,20503,0,0,Agree?,0,
hormozi,DXdHidhSq-c,2026-04-23,https://www.instagram.com/p/DXdHidhSq-c/,696631,17102,0,0,Spend one hour fixing a car vs spend one hour training someone else to fix cars.  Second has better return.,0,
hormozi,DWsPmj-DjZd,2026-04-04,https://www.instagram.com/p/DWsPmj-DjZd/,675174,28906,0,0,"If you’re ambitious but inconsistent, watch this…",0,
hormozi,DXKct4zBo5e,2026-04-15,https://www.instagram.com/p/DXKct4zBo5e/,655573,13996,0,0,Commitment means “the elimination of alternatives”  Marriage = no other person Health = no foods not aligned a goal Business = no distractions  TLDR: it’s easy to say you’re committed but hard to show you’re committed (which is the only thing that matters).,0,
hormozi,DXiRHPmSogw,2026-04-25,https://www.instagram.com/p/DXiRHPmSogw/,646681,25192,0,0,"Everything is hard. Nothing comes easy. It will take longer than you want it to. And you will give up more than you expected to get there.  And in the end, you will have finished what you came here to do. And that will be enough.",0,
hormozi,DWuaMhLEsUf,2026-04-04,https://www.instagram.com/p/DWuaMhLEsUf/,600051,12587,0,0,"You’ll get a lot further once you realize:  Patience Confidence Joy Humility Discipline Perseverance Kindness Hope Generosity Compassion  Aren’t traits you’re born with, but skills you learn.  And you learn them by practicing them everyday.  If a child can learn it, so can you.",0,
hormozi,DXdHjTKyOWQ,2026-04-23,https://www.instagram.com/p/DXdHjTKyOWQ/,591901,15165,0,0,The biggest misconception I had when starting a business was that I would somehow “know enough” to be ready.   You never will. You have to learn how to operate off incomplete information - with conviction. Start. Then adjust as you learn more. That’s it.,0,
hormozi,DXb1GLmSCXx,2026-04-22,https://www.instagram.com/p/DXb1GLmSCXx/,589776,13621,0,0,"Most successful people are hard to access not because they don’t have free time, but because they protect their free time.  And choosing to create space before they were successful is made them successful to begin with. Not the other way around.",0,
hormozi,DXz5M3wSBU6,2026-05-01,https://www.instagram.com/p/DXz5M3wSBU6/,573716,13375,0,0,The easiest way for most small businesses to make more money…is to simply charge more money.,0,
hormozi,DWOnzkYjnh3,2026-03-23,https://www.instagram.com/p/DWOnzkYjnh3/,555670,7426,0,0,"Everything is hard. Nothing comes easy. It will take longer than you want it to. And you will give up more than you expected to get there.  And in the end, you will have finished what you came here to do. And that will be enough.",0,
hormozi,DW_gbtwB7_k,2026-04-11,https://www.instagram.com/p/DW_gbtwB7_k/,545503,9225,0,0,"Most entrepreneurs can dramatically increase their net worth by doing less.  If you can hire the people to run your business without you, truly, as in, someone else could buy the bank account and it would continue to get deposits…you have a valuable thing.  Worth prioritizing.",0,
hormozi,DXvyUedCY0v,2026-04-30,https://www.instagram.com/p/DXvyUedCY0v/,543756,12083,0,0,Agree?,0,
hormozi,DWrAXkDjnR3,2026-04-03,https://www.instagram.com/p/DWrAXkDjnR3/,540366,14992,0,0,POV: Someone asks for a discount,0,
jaimehigueraes,DQ9z5GqjNGf,2025-11-12,https://www.instagram.com/p/DQ9z5GqjNGf/,2453212,155874,0,0,La maldición de la conciencia,0,
jaimehigueraes,DVoXyF8DMPQ,2026-03-08,https://www.instagram.com/p/DVoXyF8DMPQ/,1760608,143480,0,0,"Cosas que nunca haría después de entender la neurociencia detrás del amor propio.  Si todavía no me conoces, mi nombre es Jaime Higuera y soy el fundador de E-com Growth Partners, y pionero internacionalmente del modelo de negocio Growth Partner.  Como Growth Partner, ayudo a empresas a crecer con marketing digital. Durante los últimos 7 años, he generado más de 100 millones de euros para las empresas con las que he trabajado, y ganado personalmente más de 20 millones de euros en el mundo online.  Tras documentar todo el proceso en redes y que mis estrategias y consejos se hiciesen virales, saliendo en los periódicos más importantes de España, creé mi Mentoria privada para dar abasto a toda la demanda que hay de Growth Partners.  Enseñando personalmente a gente (común y corriente, con cero experiencia previa, y desde cualquier parte del mundo) a generar 2.000-5.000€ al mes, con clientes e ingresos garantizados, aprendiendo la habilidad digital en más alta demanda de esta generación.  A día de hoy, esa Mentoria privada tiene la mayor tasa de éxito de la industria, y ha ayudando a más de 5.000 personas a generar ingresos extra online.  Mi propósito y el éxito en mi vida lo mido por la cantidad de personas que puedo impactar y ayudar a generar más riqueza gracias a esta habilidad. Si algo de mi contenido te resuena, te invito a seguir la cuenta y ver cómo empezar un negocio online transforma vidas 🚀  Sigue a @jaimehigueraes para más",0,
