"fecha","shortCode","url","views","plays","likes","comentarios","duracion_seg","caption"
"2026-03-18","DWCkuHWgazO","https://www.instagram.com/p/DWCkuHWgazO/","41641","129872","7166","150","69.6","My Sweet Lord…la respuesta✝️❤️  en un mundo donde se esparce el odio y se glorifica, amar el prójimo es un acto de rebeldía. No pierdas la paciencia, si alguien trata bien, trátalo mejor y si te tratan mal… también.  #dios #jesus #motivacion #crecimientopersonal"
"2026-03-17","DWAQIv5EQiN","https://www.instagram.com/p/DWAQIv5EQiN/","15524","61768","1595","22","12.2","Es “te deseo lo mejor” en francés 🇫🇷  #humor #parejas #crecimientopersonal #motivacion #breakup"
"2026-03-17","DV93cSVkb_s","https://www.instagram.com/p/DV93cSVkb_s/","5659","30554","560","11","69.1","❌ LEER ES DE PNDJ0S ❌ Comenta PODCAST  En este video hablo de por qué leer sigue siendo uno de los hábitos más poderosos que puedes desarrollar. No solo por el conocimiento, sino por el acceso directo que te da a mentes que no están en redes sociales.  En YouTube, TikTok o Instagram la información suele ser rápida, resumida y filtrada por el algoritmo. En los libros ocurre algo distinto: tienes contacto directo con el pensamiento completo de autores que dedicaron años —a veces décadas— a desarrollar una idea.  Leer te conecta con fuentes de conocimiento que no dependen de tendencias ni de formatos cortos. Filósofos, científicos, historiadores y pensadores profundos que nunca hicieron contenido viral, pero que han influido en generaciones enteras.  Este video explica por qué la lectura desarrolla pensamiento crítico, atención profunda y una comprensión más amplia del mundo. En una era de contenido rápido, leer es una ventaja intelectual enorme.  Porque mientras muchos solo consumen lo que el algoritmo les muestra, quien lee puede acceder a ideas que no están diseñadas para entretener… sino para transformar la forma en que piensas.  #lectura #pensamientocritico #habitos #crecimientopersonal #despiertospodcast"
"2026-03-14","DV4kjrWEQBF","https://www.instagram.com/p/DV4kjrWEQBF/","3807","27407","300","3","87.6","❌ BIO-HACKING ❌  El hábito del bio Hacking va por entender la biología de tu cuerpo para usarla a tu favor. Esto es un hábito que, cuando masterizas, tu vida se hace mas facil porque entiendes tus ciclos naturales.  #motivacion #crecimientopersonal #podcast #salud"
"2026-03-13","DV1s7F9AeQG","https://www.instagram.com/p/DV1s7F9AeQG/","17495","66786","1405","8","7.6","❌ ¿DEBILIDADES O DONES? ❌  #motivacion #crecimientopersonal #relaciones"
"2026-03-12","DVy513HgVuQ","https://www.instagram.com/p/DVy513HgVuQ/","5685","32816","700","5","55.0","❌ El Hábito de tener HÁBITOS ❌  El hábito de tener hábitos es el más importante de todos. Si te acostumbras a tener una rutina, es porque estás planeando tu vida. Cuando planeas tu vida no hay espacio para error, porque ya sabes qué es lo que tienes que hacer y cuando.  #motivacion #crecimientopersonal #hábitos #habitos"
"2026-03-11","DVwipf8CXJo","https://www.instagram.com/p/DVwipf8CXJo/","27380","114071","4020","49","12.3","✝️ La única cura ✝️  #jesus #motivacion #espiritualidad"
"2026-03-10","DVuPz4gkWZ2","https://www.instagram.com/p/DVuPz4gkWZ2/","12630","56770","1525","16","51.5","❌ MANIFESTAR?😂 NETA? ❌  Póngase a jalar mijo.  #motivacion #crecimientopersonal #negocios #podcast"
"2026-03-09","DVrZFeQiTZs","https://www.instagram.com/p/DVrZFeQiTZs/","47889","140509","5755","22","6.3","Solo voltea a ver…  #motivacion #crecimientopersonal #negocios"
"2026-03-08","DVo0kC2E9YH","https://www.instagram.com/p/DVo0kC2E9YH/","3341","24782","199","13","97.2","❌ comenta PODCAST para mandarte el video completo ❌  En este video hablo del duelo que viví cuando me mudé a Dubái. Desde afuera parecía expansión, crecimiento, siguiente nivel. Pero por dentro fue una ruptura silenciosa.  Mudarte no es solo cambiar de país. Es cambiar de identidad. Es dejar atrás rutinas, personas, calles, versiones tuyas que estaban cómodas en un contexto específico. Y aunque la decisión fuera estratégica, el cuerpo no distingue entre oportunidad y pérdida.  Sentí emoción, sí. Pero también soledad. Desarraigo. La sensación de estar construyendo algo grande mientras partes de ti todavía estaban despidiéndose de lo que fue.  Este video no romantiza el cambio ni lo dramatiza. Habla del duelo que acompaña a toda evolución real. Porque crecer implica soltar. Y soltar, aunque sea correcto, duele.  Mudarte, avanzar, expandirte… todo eso tiene un costo emocional que pocos mencionan. Pero si entiendes que el duelo es parte del proceso, puedes atravesarlo sin perder dirección.  A veces el siguiente nivel exige despedirte del anterior. Y eso, aunque sea necesario, también es dolor.  #cambio #crecimientopersonal #proposito #conciencia #despiertospodcast"
"2026-03-07","DVmPpRaDoph","https://www.instagram.com/p/DVmPpRaDoph/","2792","22378","188","7","77.4","❌ comenta PODCAST para mandarte el video completo ❌  En este video explico mi transformación espiritual y por qué decidí tatuarme un alquimista en el brazo. No fue por estética ni rebeldía. Fue un símbolo. Un recordatorio permanente de un proceso interno que cambió mi forma de ver la vida.  La alquimia no trata de convertir plomo en oro literal. Trata de convertir dolor en conciencia. Caos en orden. Ego en propósito. Ese tatuaje representa la etapa donde entendí que la transformación real no es externa, es interna.  Hubo un punto donde el éxito, el dinero y la ambición ya no eran suficientes. Algo más profundo estaba pidiendo atención. La espiritualidad no llegó como espectáculo; llegó como confrontación. Me obligó a cuestionar quién era cuando nadie estaba mirando.  El alquimista simboliza ese proceso: tomar lo roto, lo oscuro, lo incómodo… y transmutarlo en crecimiento. No es perfección. Es integración. No es iluminación instantánea. Es trabajo interno constante.  Este video no habla de misticismo superficial. Habla de transformación real. De cómo cada cicatriz puede convertirse en símbolo cuando decides darle significado.  El tatuaje no me cambió. Me recuerda quién decidí convertirme.  #espiritualidad #transformacion #proposito #conciencia #despiertospodcast"
"2026-03-06","DVjqrfOiaIi","https://www.instagram.com/p/DVjqrfOiaIi/","86037","217403","19374","38","8.0","Sin ayuda?  #jesus #cristo #motivacion"
"2026-03-05","DVhGFLujNNo","https://www.instagram.com/p/DVhGFLujNNo/","3045","22700","222","8","107.6","❌ comenta PODCAST para mandarte el video completo ❌  En este video hablo de algo que muchos hacen en silencio: usar sustancias para escapar del dolor. Alcohol, marihuana, estimulantes, lo que sea que adormezca lo que no quieres sentir.  No lo digo desde moralismo. Lo digo desde claridad. Cada vez que anestesias el dolor, también anestesias la lección. El problema no desaparece, solo se pausa. Y cuando regresa, suele hacerlo más fuerte.  Escapar puede sentirse como alivio, pero casi siempre es deuda emocional acumulándose. El dolor no procesado se convierte en ansiedad, en irritabilidad, en vacío. No porque seas débil, sino porque el cuerpo y la mente necesitan integrar lo que ocurrió.  Este video no romantiza el sufrimiento ni promueve vivir en angustia constante. Habla de atravesar lo incómodo con conciencia. De permitir que el dolor cumpla su función: enseñarte, reordenarte, transformarte.  La verdadera fortaleza no está en no sentir. Está en sentir sin huir. Porque cuando enfrentas el dolor de frente, deja de perseguirte por la espalda.  #saludmental #disciplina #conciencia #crecimientopersonal #despiertospodcast"
"2026-03-04","DVehXmTlapd","https://www.instagram.com/p/DVehXmTlapd/","11795","48699","1379","9","44.3","❌ No hay estándares, tu eres el PENDEJO ❌  En este video hablo de algo que muchos repiten mal: no es que los estándares en redes estén demasiado altos, es que muchas veces no hay estándares reales. Lo que hay es comparación constante sin contexto.  Compararte es normal. Sobre todo en el hombre. El deseo de conquistar, de crecer, de ser mejor, está en la naturaleza competitiva. El problema no es compararte. El problema es usar esa comparación para frenarte en lugar de impulsarte.  Siempre va a existir alguien más fuerte, más inteligente, con más dinero o con mejor posición. No importa quién seas. En el tablero siempre hay una jugada óptima. Pero eso no significa que tú no puedas jugar bien con las cartas que tienes.  La única mano disponible es la tuya. No puedes cambiar las cartas que te tocaron, pero sí puedes decidir cómo jugarlas. Dejar de compararte no es ignorar la realidad; es enfocarte en tu siguiente movimiento.  Si para dejar de sabotearte necesitas bloquear Instagram un rato, levantarte más temprano, entrenar, comer mejor o ordenar tu rutina, hazlo. La comparación mal usada te paraliza. La disciplina te posiciona.  La mejor jugada no es mirar el tablero ajeno. Es mover tus piezas.  #disciplina #crecimientopersonal #enfoque #mentalidad #despiertospodcast"
"2026-03-03","DVbvlT6AduO","https://www.instagram.com/p/DVbvlT6AduO/","23429","100646","1042","7","8.4","❌ Consistency is MAGIC ❌  #fitness #motivacion #crecimientopersonal"
"2026-03-02","DVZXtRlgOPS","https://www.instagram.com/p/DVZXtRlgOPS/","5692","33333","356","13","61.7","❌ comenta PODCAST para mandarte el video completo ❌  En este video hablo de algo que casi nadie dice en voz alta: la semana que hice mi primer millón fue también una de las semanas donde más dolor sentí.  Desde afuera parece el punto más alto. Logro, validación, éxito material. Pero por dentro algo no encajaba. Había cumplido la meta… y aun así el vacío seguía ahí. Fue el momento donde entendí que el dinero amplifica lo que ya eres, no lo reemplaza.  Esa semana me confrontó con una verdad incómoda: puedes ganar el juego financiero y aun así estar perdiendo internamente. Cuando el ruido del objetivo desaparece, te quedas solo contigo. Y si no hay orden interno, el logro no se siente como victoria.  No hablo desde ingratitud ni desde falsa humildad. Hablo desde conciencia. El éxito sin propósito pesa. El dinero sin dirección no llena. Y las metas mal planteadas pueden dejarte más confundido que antes.  Este video es una reflexión sobre identidad, ambición y propósito. Porque a veces el mayor dolor no viene del fracaso… viene de conseguir exactamente lo que querías y darte cuenta de que no era suficiente.  #exito #proposito #conciencia #crecimientopersonal #despiertospodcast"
"2026-03-01","DVXAsStlLsi","https://www.instagram.com/p/DVXAsStlLsi/","3693","26133","254","18","83.2","❌ Comenta PODCAST para mandarte el video completo ❌  En este video hablo de la época donde más dolor sentí en mi vida. No como victimismo, sino como punto de inflexión. Fue una etapa donde todo lo que creía estable se rompió: certezas, identidad, dirección.  El dolor no llegó suave. Llegó desordenando todo. Y por un tiempo intenté entenderlo, resolverlo, anestesiarlo. Hasta que entendí algo más profundo: el dolor no siempre llega para destruirte, a veces llega para desmantelar una versión tuya que ya no podía seguir.  Esa etapa me obligó a cuestionar mis prioridades, mis relaciones y mis ambiciones. Me enfrentó conmigo mismo sin distracciones. Fue incómodo, solitario y crudo. Pero también fue el momento donde más crecí internamente.  Este video no romantiza el sufrimiento. Explica cómo atravesarlo sin negarlo y cómo usarlo como catalizador de conciencia. Porque cuando tocas fondo emocionalmente, tienes dos opciones: endurecerte o despertar.  Esa época fue mi ruptura… y también mi reconstrucción.  #saludmental #crecimientopersonal #conciencia #proposito #despiertospodcast"
"2026-02-27","DVR2UPZga3u","https://www.instagram.com/p/DVR2UPZga3u/","27959","108620","3395","95","133.3","❌ GEOPOLÍTICA 101 ❌  En este video hablo sobre la situación geopolítica de México y por qué entenderla es clave para quien quiere pensar a largo plazo. No se trata de alarmismo ni de tomar bandos, sino de reconocer que ningún país opera en el vacío.  México está influenciado por fuerzas económicas, políticas y estratégicas que van más allá de sus fronteras. Relaciones internacionales, intereses comerciales, seguridad, recursos y posicionamiento regional forman parte de un juego más amplio que impacta directamente en la vida cotidiana.  Este análisis no busca señalar culpables ni simplificar la realidad en narrativas cómodas. Busca elevar la conversación. Entender que los movimientos globales afectan decisiones locales y que ignorar el contexto internacional limita la capacidad de anticipación.  Pensar geopolíticamente no es volverse paranoico. Es volverse estratégico. Es comprender que estabilidad, crecimiento y crisis no ocurren al azar, sino dentro de dinámicas de poder que siempre están en movimiento.  Este video es una invitación a observar con más amplitud, cuestionar con más profundidad y dejar de ver los eventos como hechos aislados.  #politica #podcast"
"2026-02-27","DVPc2u4kVbc","https://www.instagram.com/p/DVPc2u4kVbc/","4601","28795","377","4","46.7","❌ El miedo no es el enemigo. Es un sensor. ❌  En este video explico por qué el miedo no debería tratarse como un error ni como una debilidad, sino como un sistema de detección. El miedo es información. Es una señal que apunta hacia algo que percibes como riesgo, cambio o crecimiento.  La mayoría intenta eliminar el miedo o interpretarlo como prueba de que algo “no es para ellos”. Pero muchas veces el miedo aparece justo antes de avanzar: antes de hablar, de exponerte, de decidir, de crecer. No es una sentencia. Es un indicador.  El problema no es sentir miedo. El problema es convertirlo en consecuencia automática. Sentir miedo y detenerte sin cuestionarlo. Sentir miedo y asumir que significa fracaso. Cuando lo ves como sensor, cambias la relación con él. Ya no huyes; analizas.  Este video propone algo simple: escuchar el miedo sin obedecerlo ciegamente. Preguntarte qué está señalando. ¿Es peligro real? ¿O es incomodidad necesaria para evolucionar?  El miedo bien interpretado no te paraliza. Te orienta. No es el resultado final. Es el aviso previo.  #miedo #conciencia #crecimientopersonal #disciplina #despiertospodcast"
"2026-02-25","DVMfuPIgNIL","https://www.instagram.com/p/DVMfuPIgNIL/","7968","46974","859","10","65.5","❌ Una buena novia puede cambiar el rumbo de tu vida. ❌  En este video hablo de la importancia de tener novia, pero no desde la dependencia ni el romanticismo superficial. Hablo de elegir bien y entender que una relación sana puede convertirse en una fuerza de estabilidad, crecimiento y enfoque.  Una buena mujer no te distrae de tu propósito; lo fortalece. Te confronta, te da perspectiva y te obliga a elevar tus estándares. La relación correcta no te quita libertad, te da estructura emocional y claridad mental para construir algo más grande.  En un mundo que glorifica la validación constante y la dispersión afectiva, comprometerte con una persona valiosa es un acto de madurez. No se trata de acumular experiencias, sino de profundizar en una conexión que te impulse a ser mejor versión de ti mismo.  Este video no idealiza relaciones tóxicas ni dependencia emocional. Habla de elegir con criterio y de entender que el amor sano no debilita al hombre disciplinado; lo estabiliza.  Construir con alguien correcto puede ser más poderoso que conquistar a muchos equivocados.  #relaciones #masculinidad #proposito #crecimientopersonal #despiertospodcast"
"2026-02-24","DVJ7AZlkRsl","https://www.instagram.com/p/DVJ7AZlkRsl/","8901","52940","714","9","56.4","❌ El alcohol no te relaja. Te deprime el sistema nervioso. ❌  En este video hablo de la importancia de no tomar alcohol, no desde la moral ni el juicio, sino desde la claridad biológica y mental. El alcohol es una sustancia depresora del sistema nervioso central. Lo que sientes como “relajación” es, en realidad, sedación química.  Puede parecer social, normal o incluso celebratorio. Pero a nivel fisiológico afecta el sueño, altera neurotransmisores, aumenta inflamación y reduce tu capacidad de recuperación física y mental. La falsa sensación de escape casi siempre viene acompañada de ansiedad posterior, bajo rendimiento y menor claridad.  No se trata de demonizar a quien bebe. Se trata de entender el costo real. En una vida enfocada en disciplina, enfoque y propósito, el alcohol introduce ruido. Reduce la calidad de tus decisiones y erosiona lentamente tu energía.  Este video plantea una pregunta incómoda: si estás construyendo algo grande, ¿por qué consumir algo que debilita tu sistema? La verdadera libertad no es poder beber cuando quieras. Es no necesitar hacerlo.  La claridad es poder. Y el alcohol casi siempre la reduce.  #disciplina #salud #claridadmental #habitos #despiertospodcast"
"2026-02-23","DVHWIUxkal7","https://www.instagram.com/p/DVHWIUxkal7/","5234","32189","396","6","83.0","❌ Tu cerebro necesita grasa para funcionar bien. ❌  En este video hablo de la importancia del omega-3 y su papel como apoyo natural en síntomas depresivos. No es una solución mágica ni reemplaza tratamiento médico cuando es necesario, pero sí es un factor biológico que muchas personas ignoran.  El cerebro está compuesto en gran parte por grasa, y los ácidos grasos omega-3 —especialmente EPA y DHA— participan en la regulación de inflamación, comunicación neuronal y estabilidad del estado de ánimo. Diversos estudios han mostrado que niveles bajos de omega-3 se asocian con mayor riesgo de síntomas depresivos.  La depresión no siempre es solo psicológica; también tiene componentes biológicos. Inflamación crónica, mala alimentación y desequilibrios nutricionales pueden influir en cómo te sientes. Corregir esas bases no sustituye terapia ni medicación cuando se requiere, pero puede potenciar cualquier proceso de recuperación.  Este video explica cómo integrar omega-3 de forma consciente dentro de un enfoque más amplio: sueño, ejercicio, exposición al sol y regulación del estrés. Porque la salud mental no se construye solo con pensamientos positivos, también con biología bien cuidada.  Antes de buscar soluciones complejas, a veces vale la pena revisar lo básico. Tu cerebro también se alimenta.  #saludmental #omega3 #bienestar #habitos #despiertospodcast"
"2026-02-22","DVExU9Wjyqk","https://www.instagram.com/p/DVExU9Wjyqk/","10681","57216","1101","5","76.4","❌ Si lo primero que haces al despertar es ver reels, ya perdiste el día. ❌  En este video hablo de algo simple pero devastador: empezar tu mañana consumiendo contenido rápido. Cuando abres reels apenas despiertas, estás entregando tu atención antes de siquiera habitar tu propio pensamiento.  Los primeros minutos del día son críticos. Tu cerebro está en un estado altamente moldeable. Si lo llenas de estímulos intensos, comparaciones, ruido y dopamina barata, condicionas tu sistema nervioso a buscar distracción el resto del día.  No es solo “perder tiempo”. Es programar tu mente para reaccionar en lugar de dirigir. Cuando empiezas consumiendo, sigues consumiendo. Cuando empiezas creando, pensando o moviéndote, tu energía se organiza distinto.  Este video explica por qué proteger la primera hora del día es una de las decisiones más poderosas para mantener enfoque, disciplina y claridad mental. No necesitas una rutina perfecta. Solo necesitas no sabotearla desde el minuto uno.  Tu mañana marca el tono. Si la regalas al algoritmo, el resto del día no es realmente tuyo.  #disciplina #enfoque #habitos #claridadmental #despiertospodcast"
"2026-02-21","DVCMmRFFXnC","https://www.instagram.com/p/DVCMmRFFXnC/","3914","29177","409","6","51.7","❌ Si no sabes estar en silencio, no sabes quién eres. ❌  En este video hablo de la importancia real de la meditación. No como moda espiritual ni como accesorio “zen”, sino como una herramienta concreta para recuperar control sobre tu mente.  Vivimos reaccionando a estímulos constantes: notificaciones, opiniones, urgencias. La meditación rompe ese patrón. Te obliga a sentarte contigo mismo sin distracciones. Y ahí descubres algo incómodo: cuánto ruido interno cargas todo el tiempo.  Meditar no es dejar la mente en blanco. Es observar sin reaccionar. Es entrenar la atención. Es crear un espacio entre el impulso y la acción. Ese espacio es poder. Ahí nace la claridad, la regulación emocional y la capacidad de elegir en lugar de simplemente responder.  Este video conecta meditación con disciplina, enfoque y autoconocimiento. Porque no puedes liderar tu vida si no sabes liderar tu mente. Y no puedes liderar tu mente si nunca te detienes a verla operar.  La meditación no te hace escapar del mundo. Te hace más consciente dentro de él.  En un entorno saturado de ruido, aprender a estar en silencio es una ventaja brutal.  #meditacion #conciencia #claridadmental #disciplina #despiertospodcast"
"2026-02-20","DU_nwYGjCnr","https://www.instagram.com/p/DU_nwYGjCnr/","9251","51707","828","5","52.6","❌ Lo que no mides, se desordena. ❌  En este video hablo de la importancia del habit tracking y por qué registrar tus hábitos puede cambiar tu vida más que cualquier discurso motivacional. No es obsesión. Es claridad.  El seguimiento de hábitos convierte intenciones en datos. Te saca del “siento que sí estoy avanzando” y te lleva al “aquí está la evidencia”. Cuando mides, ves patrones. Cuando ves patrones, puedes ajustar. Y cuando ajustas, mejoras.  La mayoría fracasa no por falta de capacidad, sino por falta de retroalimentación. Sin seguimiento, los errores se repiten en silencio. Con seguimiento, el progreso se vuelve visible y la disciplina deja de depender del ánimo.  Este video explica cómo el habit tracking crea responsabilidad personal. No ante otros, sino ante ti mismo. Es un espejo diario que te recuerda si estás viviendo alineado con lo que dices que quieres.  La motivación es inestable. Los datos no.  Si quieres orden, empieza a medir. Porque lo que se registra, se transforma.  #habitos #disciplina #orden #productividad #despiertospodcast"
"2026-02-19","DU8nkf6jIj5","https://www.instagram.com/p/DU8nkf6jIj5/","55759","188262","4737","77","43.7","❌ No todo dolor necesita solución. ❌  En este video hablo de algo contraintuitivo: dejar de intentar arreglar el dolor. Vivimos obsesionados con optimizar todo, incluso lo que duele. Queremos respuestas rápidas, distracciones, explicaciones, sustitutos emocionales. Pero no todo sufrimiento necesita ser resuelto de inmediato.  A veces, el intento constante de “arreglar” el dolor solo lo prolonga. Lo analizas, lo peleas, lo cuestionas… y sigues girando alrededor de él. En cambio, cuando lo dejas ser —sin dramatizarlo ni anestesiarlo— empieza a perder fuerza por sí solo.  El dolor es una señal, no un enemigo. Si lo observas sin huir y sin reaccionar impulsivamente, se transforma. No porque hiciste algo espectacular, sino porque el cuerpo y la mente procesan lo que no bloqueas.  Este video no promueve resignación ni pasividad eterna. Promueve presencia. La capacidad de sentarte con lo incómodo sin correr hacia una solución artificial. Muchas veces el tiempo, el silencio y la aceptación hacen más que cualquier estrategia.  No todo lo que duele debe eliminarse. Algunas cosas solo necesitan espacio.  #saludmental #conciencia #claridadmental #crecimientopersonal #despiertospodcast"
"2026-02-18","DU6eJ3aFGel","https://www.instagram.com/p/DU6eJ3aFGel/","12837","63507","1384","10","48.8","❌ Si no duermes bien, nada más importa. ❌  En este video hablo de algo que muchos subestiman: la importancia real de dormir. No es un lujo ni una debilidad. Es la base biológica de tu rendimiento, tu claridad mental y tu estabilidad emocional.  Puedes entrenar duro, leer mucho y trabajar sin parar, pero si no duermes bien, todo se deteriora. El sueño regula hormonas, consolida memoria, repara el cuerpo y estabiliza el sistema nervioso. Dormir mal no solo te cansa, te vuelve más impulsivo, más reactivo y menos estratégico.  La cultura moderna glorifica desvelarse como símbolo de ambición. Pero la verdadera disciplina también incluye saber cuándo apagar el sistema. Dormir no es perder tiempo; es invertir en energía futura.  Este video conecta el descanso con productividad, salud mental y crecimiento personal. Porque el orden empieza por lo básico. Y nada es más básico —ni más ignorado— que un buen sueño constante.  Si quieres claridad, fuerza y enfoque, empieza por la cama. No por el café.  #disciplina #salud #habitos #enfoque #despiertospodcast"
"2026-02-17","DU4EoycDNOu","https://www.instagram.com/p/DU4EoycDNOu/","5382","33278","783","15","40.7","❌ Dios no me habló con palabras. Me habló con silencio. ❌  En este video comparto una experiencia personal: cómo sentí que Dios me habló a través de la naturaleza. No fue una voz en el cielo ni una señal espectacular. Fue algo más profundo y más incómodo: silencio, claridad y presencia.  En medio del ruido constante —redes, opiniones, ambición, distracciones— la naturaleza tiene una forma brutal de ponerte en tu lugar. Te recuerda que no eres el centro, que no controlas todo y que hay un orden más grande operando más allá de tu ego.  Ahí entendí algo simple: cuando bajas el volumen externo, empiezas a escuchar lo interno. Y muchas veces, lo que llamamos “la voz de Dios” no es más que la conciencia alineándose con algo más grande que tú.  Este video no intenta imponer creencias ni vender misticismo. Habla de conexión. De cómo el silencio, el paisaje y el tiempo lejos del ruido pueden convertirse en un espejo espiritual poderoso.  A veces Dios no grita. Susurra. Y casi siempre lo hace cuando decides salir del caos y volver al orden natural.  #espiritualidad #conciencia #naturaleza #proposito #despiertospodcast"
"2026-02-16","DU1Uon_j2tk","https://www.instagram.com/p/DU1Uon_j2tk/","4726","32162","544","13","68.2","❌ Sí, leer te hace superior. ❌  No superior como persona. Superior en capacidad.  En este video explico por qué la lectura te da una ventaja real en un mundo saturado de estímulos rápidos y pensamiento superficial. Mientras muchos viven consumiendo clips de 30 segundos, quien lee entrena algo escaso: atención profunda.  Leer desarrolla concentración, criterio y estructura mental. Te obliga a sostener ideas complejas sin distraerte. Te enseña a pensar antes de reaccionar. Y eso, hoy, es poder.  No se trata de parecer culto ni de acumular citas para impresionar. Se trata de construir una mente más sólida. La mayoría quiere resultados distintos con el mismo nivel de pensamiento. La lectura eleva ese nivel.  Quien no lee depende demasiado de lo que otros interpretan por él. Quien lee aprende a contrastar, cuestionar y formar criterio propio. En una era de desinformación y opiniones gritadas, eso es una ventaja competitiva brutal.  Leer no te hace mejor ser humano automáticamente. Pero sí te vuelve más difícil de manipular. Más claro. Más estratégico.  Y eso, aunque incomode, sí te pone arriba.  #lectura #pensamientocritico #disciplina #crecimientopersonal #despiertospodcast"
"2026-02-14","DUwK8nkl02A","https://www.instagram.com/p/DUwK8nkl02A/","4856","32374","405","11","55.8","❌ Los libros que lees dicen más de ti de lo que crees. ❌  En este video hablo de una verdad incómoda: tu biblioteca es un reflejo de tu mundo interior. Los libros que eliges leer no son casualidad; revelan tus miedos, tus aspiraciones, tus preguntas y el momento vital en el que estás.  No lees lo mismo cuando estás perdido que cuando estás construyendo. No buscas las mismas ideas cuando tienes hambre de sentido que cuando tienes hambre de poder, orden o disciplina. Cada libro es una conversación que decides tener contigo mismo.  Este video no juzga géneros ni presume intelectualidad. Habla de intención. De cómo leer sin conciencia es solo consumo, pero leer con atención se vuelve autoconocimiento. Lo que eliges leer moldea tu forma de pensar, de interpretar la realidad y de tomar decisiones.  Si siempre lees lo mismo, probablemente siempre pienses igual. Cambiar de libros es, muchas veces, el primer paso para cambiar de perspectiva. Porque antes de cambiar tu vida, casi siempre cambias las ideas que permites entrar en tu mente.  Los libros no solo te informan. Te revelan.  #lectura #autoconocimiento #pensamientocritico #conciencia #despiertospodcast"
"2026-02-13","DUtmDP3EdQc","https://www.instagram.com/p/DUtmDP3EdQc/","20865","84213","1877","26","8.8","Estado civil:  #relaciones"
"2026-02-12","DUrBZofjdtO","https://www.instagram.com/p/DUrBZofjdtO/","4997","30898","442","15","56.5","❌ Si hay tal cosa como decir mamadas, no todo vale igual ❌  En este video hablo de una plaga silenciosa: la gente que impone ideas, reglas y juicios sobre temas que no entiende. Opiniones gritadas con seguridad, pero sin estudio, sin contexto y sin responsabilidad intelectual.  No todo punto de vista vale lo mismo. Tener voz no es lo mismo que tener criterio. Y repetir lo que escuchaste en un clip, un tweet o una consigna no te hace informado, te hace eco.  El problema no es opinar. El problema es imponer pendejadas desde la ignorancia, moralizar sin entender y hablar con certeza de cosas que no has estudiado ni vivido. Ahí es donde el diálogo muere y empieza el ruido.  Este video no es un llamado al silencio, es un llamado a la humildad intelectual. A saber cuándo hablar, cuándo preguntar y cuándo callarte a aprender. Porque el verdadero pensamiento crítico empieza cuando reconoces lo que no sabes.  Imponer sin entender no es liderazgo. Es arrogancia disfrazada de convicción.  #pensamientocritico #libros  #criterio #conciencia #despiertospodcast"
"2026-02-11","DUocmisk7Fg","https://www.instagram.com/p/DUocmisk7Fg/","5234","33880","469","11","42.7","❌ “Leer no sirve” es una de las mentiras más cómodas que existen. ❌  En este video hablo de la absurda —pero muy popular— asunción de que leer no sirve para nada. Que es pérdida de tiempo. Que no da dinero. Que no cambia la vida. Esa idea no nace de evidencia, nace de pereza intelectual.  Leer no es un hobby inocente. Es entrenamiento mental. Es aprender a pensar sin que alguien te grite, te edite cada tres segundos o te diga qué sentir. Leer desarrolla atención profunda, vocabulario interno, criterio propio y la capacidad de sostener ideas complejas. Justo lo que más escasea hoy.  La gente que dice que leer no sirve suele confundir acción con impulsividad. Creen que pensar es perder tiempo y que solo “hacer” importa. Pero actuar sin pensar no es eficiencia, es caos. La lectura bien usada no te aleja de la acción, la vuelve más precisa.  Este video no defiende leer por estatus ni por parecer culto. Defiende leer como una herramienta práctica para no vivir reaccionando, para no depender de opiniones prestadas y para construir una visión más amplia del mundo y de ti mismo.  Decir que leer no sirve es cómodo. Porque así no tienes que enfrentarte a ideas que te incomodan ni a la posibilidad de que podrías pensar mejor de lo que piensas hoy.  #lectura #pensamientocritico #disciplina #crecimientopersonal #despiertospodcast"
"2026-02-10","DUlb8G-kUwX","https://www.instagram.com/p/DUlb8G-kUwX/","10863","47012","1242","44","25.8","😀 Róbate estos ganchos virales 😀  #negocios #humor"
"2026-02-09","DUjS_4BCYuY","https://www.instagram.com/p/DUjS_4BCYuY/","3316","24529","286","4","49.2","❌ Planear no te quita libertad. Te da orden. ❌  En este video hablo de por qué planear es una de las herramientas más subestimadas para mantener orden en la vida. No se trata de control obsesivo ni de rigidez extrema, sino de claridad. Cuando no planeas, improvisas. Y vivir improvisando casi siempre termina en caos.  Planear reduce ruido mental. Te permite decidir con la cabeza fría lo que después ejecutarás sin desgaste emocional. En lugar de reaccionar todo el día, avanzas con dirección. El plan no te encierra; te libera de decisiones constantes y de la ansiedad de no saber qué sigue.  Hablo de cómo la planeación convierte el orden en algo sostenible. No depende de motivación ni de ganas. Depende de estructura. Un buen plan alinea tus acciones diarias con tus objetivos reales y evita que lo urgente destruya lo importante.  Este video muestra por qué las personas más disciplinadas no improvisan su vida. Piensan antes. Deciden antes. Y luego ejecutan. Planear no es perder espontaneidad, es construir un marco donde el caos no te gobierne.  Si quieres orden, empieza por el papel. Lo que no se planea, se desordena.  #planeacion #orden #disciplina #habitos #despiertospodcast"
